id,target,horizon,model,window,universe,features,eval_on,coverage,n,days,blocks,acc,null,skill,ci_lo,ci_hi,deff,agreement,day_acc,by_day,k,sel,calls_up,trials,se,bar,passes
I_extremes20_63_logit_v2_all,extremes20,63,logit,expanding,liquid,v2_all,relative,0.01,6887,882,14,0.5777551909394512,0.5475533614055467,0.03020182953390449,0.5264078619981267,0.6305172081636908,19.08739098341477,0.778441403016233,0.5532879818594104,"           day  n       acc   frac_up      y_up
0   2021-04-01  7  0.857143  0.000000  0.142857
1   2021-04-05  7  0.714286  0.000000  0.285714
2   2021-04-06  7  0.857143  0.000000  0.142857
3   2021-04-07  7  0.714286  0.142857  0.428571
4   2021-04-08  7  0.714286  0.285714  0.571429
..         ... ..       ...       ...       ...
877 2024-09-26  8  0.375000  0.500000  0.375000
878 2024-09-27  8  0.500000  0.375000  0.375000
879 2024-09-30  8  0.750000  0.250000  0.250000
880 2024-10-01  9  0.777778  0.111111  0.333333
881 2024-10-02  9  0.777778  0.000000  0.222222

[882 rows x 5 columns]",,,,223,0.026558506674888804,0.0873380986098534,False
I_extremes20_63_logit_v2_all,extremes20,63,logit,expanding,liquid,v2_all,relative,,8820,882,14,0.58718820861678,0.5811791383219954,0.006009070294784591,0.5320861678004535,0.6445578231292517,29.329022265268406,0.5,0.782312925170068,,5.0,balanced,0.5,224,0.02869174880836689,0.09439233072391005,False
I_extremes20_63_logit_v2_all,extremes20,63,logit,expanding,liquid,v2_all,relative,,17640,882,14,0.5786848072562358,0.5437641723356009,0.03492063492063491,0.5233517573696145,0.6347562358276644,55.12040873985525,0.5,0.7324263038548753,,10.0,balanced,0.5,225,0.028419509810727016,0.09353516871071121,False
I_extremes20_63_logit_v2_all,extremes20,63,logit,expanding,liquid,v2_all,relative,,35280,882,14,0.5655895691609978,0.5144557823129252,0.05113378684807257,0.5130534297052155,0.6157752267573695,95.52523959087135,0.5,0.6145124716553289,,20.0,balanced,0.5,226,0.026204540064325002,0.08628049256343336,False
I_extremes20_63_logit_v2_all,extremes20,63,logit,expanding,liquid,v2_all,relative,,70560,882,14,0.5540391156462585,0.5059098639455782,0.048129251700680276,0.5050418083900227,0.5990043934240362,165.0318681749603,0.5,0.47845804988662133,,40.0,balanced,0.5,227,0.023970047202554478,0.07895538538413789,False
I_extremes20_63_logit_v2_all,extremes20,63,logit,expanding,liquid,v2_all,relative,,141120,882,14,0.5371598639455782,0.529124149659864,0.008035714285714257,0.49056972789115644,0.5809187216553289,302.28323371552403,0.5,0.30952380952380953,,80.0,balanced,0.5,228,0.02304821269494195,0.07594968826432524,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,1.0,717587,882,21,0.5339032061617616,0.5550936680848455,-0.021190461923083936,0.5125936138858953,0.5537950752842068,340.0018557336518,0.8613283730817324,0.7777777777777778,"           day    n       acc   frac_up      y_up
0   2021-03-03  713  0.319776  0.117812  0.660589
1   2021-03-04  713  0.325386  0.151473  0.652174
2   2021-03-05  713  0.340813  0.217391  0.652174
3   2021-03-08  712  0.304775  0.200843  0.679775
4   2021-03-09  711  0.300985  0.222222  0.682138
..         ...  ...       ...       ...       ...
877 2024-08-27  892  0.554933  0.930493  0.543722
878 2024-08-28  891  0.544332  0.936027  0.534231
879 2024-08-29  893  0.539754  0.932811  0.533035
880 2024-08-30  895  0.532961  0.929609  0.527374
881 2024-09-03  894  0.523490  0.926174  0.525727

[882 rows x 5 columns]",,,,229,0.01051057688732436,0.0346489644271904,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,0.5,358570,882,21,0.5467997880469644,0.5728226008868561,-0.026022812839891718,0.5146539663947349,0.5790096871157603,407.96784257214244,0.9193984756963832,0.7006802721088435,"           day    n       acc   frac_up      y_up
0   2021-03-03  356  0.165730  0.028090  0.828652
1   2021-03-04  356  0.205056  0.047753  0.808989
2   2021-03-05  356  0.210674  0.095506  0.778090
3   2021-03-08  356  0.210674  0.089888  0.783708
4   2021-03-09  355  0.216901  0.104225  0.785915
..         ...  ...       ...       ...       ...
877 2024-08-27  446  0.582960  0.982063  0.573991
878 2024-08-28  445  0.543820  0.982022  0.530337
879 2024-08-29  446  0.531390  0.975336  0.515695
880 2024-08-30  447  0.536913  0.979866  0.525727
881 2024-09-03  447  0.536913  0.975391  0.521253

[882 rows x 5 columns]",,,,230,0.016417275694139123,0.05414256887572929,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,0.25,179070,882,21,0.5406991679231585,0.5613614787513262,-0.020662310828167718,0.502073015275353,0.5773365911733731,271.9757601511158,0.9206536619201889,0.6519274376417233,"           day    n       acc   frac_up      y_up
0   2021-03-03  178  0.117978  0.005618  0.876404
1   2021-03-04  178  0.157303  0.033708  0.842697
2   2021-03-05  178  0.174157  0.050562  0.831461
3   2021-03-08  178  0.168539  0.050562  0.837079
4   2021-03-09  177  0.186441  0.067797  0.813559
..         ...  ...       ...       ...       ...
877 2024-08-27  223  0.573991  0.982063  0.565022
878 2024-08-28  222  0.527027  0.981982  0.518018
879 2024-08-29  223  0.497758  0.991031  0.488789
880 2024-08-30  223  0.511211  0.986547  0.506726
881 2024-09-03  223  0.493274  0.986547  0.488789

[882 rows x 5 columns]",,,,231,0.019199891810719422,0.06334461704862063,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,0.1,71345,882,21,0.5271707898240942,0.5422244025509847,-0.015053612726890542,0.480068731472023,0.5712178958227606,155.2997406090529,0.9087426203287403,0.5997732426303855,"           day   n       acc   frac_up      y_up
0   2021-03-03  71  0.098592  0.014085  0.887324
1   2021-03-04  71  0.183099  0.028169  0.816901
2   2021-03-05  71  0.197183  0.056338  0.802817
3   2021-03-08  71  0.211268  0.056338  0.788732
4   2021-03-09  71  0.169014  0.084507  0.802817
..         ...  ..       ...       ...       ...
877 2024-08-27  89  0.573034  0.977528  0.550562
878 2024-08-28  89  0.516854  0.977528  0.494382
879 2024-08-29  89  0.471910  0.988764  0.460674
880 2024-08-30  89  0.528090  0.988764  0.516854
881 2024-09-03  89  0.449438  0.966292  0.438202

[882 rows x 5 columns]",,,,232,0.02325233784457592,0.07674495571466147,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,0.05,35424,882,21,0.525124209575429,0.5336212737127372,-0.008497064137308108,0.47051905337308897,0.5751422819790593,101.10235416692974,0.8920557601353034,0.5861678004535147,"           day   n       acc   frac_up      y_up
0   2021-03-03  35  0.085714  0.028571  0.885714
1   2021-03-04  35  0.285714  0.028571  0.742857
2   2021-03-05  35  0.371429  0.114286  0.628571
3   2021-03-08  35  0.257143  0.085714  0.771429
4   2021-03-09  35  0.228571  0.057143  0.771429
..         ...  ..       ...       ...       ...
877 2024-08-27  44  0.636364  0.954545  0.590909
878 2024-08-28  44  0.500000  1.000000  0.500000
879 2024-08-29  44  0.454545  1.000000  0.454545
880 2024-08-30  44  0.500000  1.000000  0.500000
881 2024-09-03  44  0.454545  0.954545  0.409091

[882 rows x 5 columns]",,,,233,0.026689599134176095,0.0881245011571768,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,0.02,14004,882,21,0.5294201656669523,0.5254927163667523,0.003927449300199948,0.4644076621801595,0.5899222850695721,55.99741372739284,0.8668942577030814,0.5804988662131519,"           day   n       acc   frac_up      y_up
0   2021-03-03  14  0.214286  0.071429  0.714286
1   2021-03-04  14  0.357143  0.071429  0.714286
2   2021-03-05  14  0.500000  0.142857  0.642857
3   2021-03-08  14  0.142857  0.142857  0.857143
4   2021-03-09  14  0.357143  0.142857  0.642857
..         ...  ..       ...       ...       ...
877 2024-08-27  17  0.647059  0.941176  0.588235
878 2024-08-28  17  0.647059  1.000000  0.647059
879 2024-08-29  17  0.588235  1.000000  0.588235
880 2024-08-30  17  0.647059  1.000000  0.647059
881 2024-09-03  17  0.529412  1.000000  0.529412

[882 rows x 5 columns]",,,,234,0.032019036451380774,0.10576291596010735,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,0.01,6883,882,21,0.5366845852099376,0.5198314688362633,0.01685311637367426,0.4631935764816631,0.6051906745816213,35.51006709493114,0.8518586005830904,0.5351473922902494,"           day  n       acc   frac_up      y_up
0   2021-03-03  7  0.285714  0.000000  0.714286
1   2021-03-04  7  0.428571  0.142857  0.714286
2   2021-03-05  7  0.714286  0.285714  0.571429
3   2021-03-08  7  0.285714  0.285714  0.714286
4   2021-03-09  7  0.000000  0.142857  0.857143
..         ... ..       ...       ...       ...
877 2024-08-27  8  0.625000  1.000000  0.625000
878 2024-08-28  8  0.500000  1.000000  0.500000
879 2024-08-29  8  0.625000  1.000000  0.625000
880 2024-08-30  8  0.500000  1.000000  0.500000
881 2024-09-03  8  0.500000  1.000000  0.500000

[882 rows x 5 columns]",,,,235,0.03622374951529547,0.11969836996615539,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,,8820,882,21,0.5662131519274376,0.5413832199546486,0.024829931972789043,0.5091808390022676,0.6251700680272109,30.726129817861672,0.5,0.7142857142857143,,5.0,balanced,0.5,236,0.029589089036975318,0.09781270139691625,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,,17640,882,21,0.5638321995464852,0.5299319727891156,0.03390022675736959,0.5104209183673469,0.6193339002267573,55.512032561692116,0.5,0.6632653061224489,,10.0,balanced,0.5,237,0.02778392394372713,0.09188089576613054,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,,35280,882,21,0.5466836734693877,0.5130102040816327,0.03367346938775506,0.4998292233560091,0.5935685941043083,83.466047914226,0.5,0.608843537414966,,20.0,balanced,0.5,238,0.023913104782729386,0.07911061305262101,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,,70560,882,21,0.5333049886621315,0.5046485260770975,0.02865646258503396,0.4915600198412698,0.5745801445578231,133.24658323510175,0.5,0.5498866213151927,,40.0,balanced,0.5,239,0.021178603244018712,0.07009102532165384,False
I_extremes10_42_ens_lh_v2_all,extremes10,42,ens_lh,expanding,liquid,v2_all,relative,,141120,882,21,0.5280895691609977,0.5095663265306123,0.018523242630385406,0.49195135345804986,0.5647567672902494,200.6408355049598,0.5,0.4557823129251701,,80.0,balanced,0.5,240,0.018572809651071307,0.06149052499057648,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,1.0,830525,1008,48,0.5340971072514373,0.5443388218295656,-0.01024171457812828,0.5182571415933568,0.5488033009550972,202.2555780934445,0.8133072913450254,0.7321428571428571,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.469242  0.207439  0.500715
1    2021-02-02  699  0.459227  0.194564  0.520744
2    2021-02-03  699  0.406295  0.160229  0.562232
3    2021-02-04  700  0.410000  0.162857  0.552857
4    2021-02-05  701  0.392297  0.169757  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.556793  0.853007  0.496659
1004 2025-01-30  897  0.568562  0.859532  0.510591
1005 2025-01-31  898  0.550111  0.848552  0.496659
1006 2025-02-03  898  0.559020  0.857461  0.507795
1007 2025-02-04  899  0.552836  0.862069  0.503893

[1008 rows x 5 columns]",,,,241,0.007792387592280722,0.025808681644232355,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,0.5,414995,1008,48,0.546623453294618,0.5617417077314184,-0.015118254436800371,0.5223506957926605,0.5694265648769707,236.1046780212558,0.887112924716778,0.6964285714285714,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.498567  0.085960  0.467049
1    2021-02-02  349  0.446991  0.094556  0.515759
2    2021-02-03  349  0.409742  0.063037  0.561605
3    2021-02-04  350  0.394286  0.062857  0.582857
4    2021-02-05  350  0.377143  0.062857  0.605714
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.657016  0.966592  0.632517
1004 2025-01-30  448  0.694196  0.975446  0.683036
1005 2025-01-31  449  0.652561  0.966592  0.650334
1006 2025-02-03  449  0.650334  0.971047  0.639198
1007 2025-02-04  449  0.679287  0.971047  0.672606

[1008 rows x 5 columns]",,,,242,0.012009150276609764,0.03978977002460937,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,0.25,207241,1008,48,0.5543352907967053,0.5659594385280905,-0.011624147731385204,0.5245398287908846,0.5831552946680437,179.24825078487493,0.8913279387172373,0.6696428571428571,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.574713  0.063218  0.419540
1    2021-02-02  174  0.511494  0.057471  0.477011
2    2021-02-03  174  0.436782  0.034483  0.551724
3    2021-02-04  175  0.405714  0.051429  0.577143
4    2021-02-05  175  0.377143  0.051429  0.605714
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.763393  0.977679  0.741071
1004 2025-01-30  224  0.799107  0.977679  0.776786
1005 2025-01-31  224  0.758929  0.968750  0.736607
1006 2025-02-03  224  0.736607  0.973214  0.718750
1007 2025-02-04  224  0.812500  0.973214  0.794643

[1008 rows x 5 columns]",,,,243,0.01495292496866305,0.049561949447335274,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,0.1,82572,1008,48,0.561461512377077,0.5608923121639297,0.000569200213147325,0.5255141104137355,0.5959579794602595,101.81006290676771,0.8777249170566616,0.6200396825396826,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.652174  0.057971  0.318841
1    2021-02-02  69  0.449275  0.057971  0.521739
2    2021-02-03  69  0.420290  0.014493  0.565217
3    2021-02-04  70  0.342857  0.000000  0.657143
4    2021-02-05  70  0.357143  0.028571  0.614286
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.842697  0.977528  0.820225
1004 2025-01-30  89  0.876404  0.955056  0.831461
1005 2025-01-31  89  0.887640  0.932584  0.842697
1006 2025-02-03  89  0.876404  0.966292  0.842697
1007 2025-02-04  89  0.910112  0.943820  0.876404

[1008 rows x 5 columns]",,,,244,0.017970374756766327,0.05958564510961732,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,0.05,40985,1008,48,0.5674271074783457,0.5503232890081737,0.01710381847017195,0.5289085452548838,0.6047414817689808,58.5249867790939,0.8564270270169714,0.6091269841269841,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.735294  0.058824  0.205882
1    2021-02-02  34  0.441176  0.000000  0.558824
2    2021-02-03  34  0.500000  0.000000  0.500000
3    2021-02-04  35  0.428571  0.000000  0.571429
4    2021-02-05  35  0.457143  0.000000  0.542857
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.840909  0.977273  0.818182
1004 2025-01-30  44  0.931818  0.977273  0.909091
1005 2025-01-31  44  0.931818  0.931818  0.863636
1006 2025-02-03  44  0.886364  0.977273  0.863636
1007 2025-02-04  44  0.931818  0.931818  0.863636

[1008 rows x 5 columns]",,,,245,0.019345136865841057,0.06416789894546569,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,0.02,16227,1008,48,0.5768164170826401,0.5244345843347508,0.05238183274788932,0.5351640007028272,0.6172699104208487,27.37160856196101,0.8127138640356427,0.5575396825396826,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.769231  0.153846  0.076923
1    2021-02-02  13  0.461538  0.000000  0.538462
2    2021-02-03  13  0.538462  0.000000  0.461538
3    2021-02-04  14  0.428571  0.000000  0.571429
4    2021-02-05  14  0.428571  0.000000  0.571429
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.941176  0.941176  0.882353
1004 2025-01-30  17  1.000000  0.941176  0.941176
1005 2025-01-31  17  0.941176  0.882353  0.823529
1006 2025-02-03  17  0.941176  0.941176  0.882353
1007 2025-02-04  17  0.941176  0.941176  0.882353

[1008 rows x 5 columns]",,,,246,0.02094538513214833,0.06950164551258663,False
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,0.01,7972,1008,48,0.5836678374310086,0.5048921224284998,0.0787757150025088,0.5380898226486031,0.62684713461212,16.317179295002955,0.7906352355757118,0.5515873015873016,"            day  n       acc  frac_up      y_up
0    2021-02-01  6  0.833333    0.000  0.166667
1    2021-02-02  6  0.500000    0.000  0.500000
2    2021-02-03  6  0.333333    0.000  0.666667
3    2021-02-04  7  0.285714    0.000  0.714286
4    2021-02-05  7  0.428571    0.000  0.571429
...         ... ..       ...      ...       ...
1003 2025-01-29  8  0.875000    0.875  0.750000
1004 2025-01-30  8  1.000000    0.875  0.875000
1005 2025-01-31  8  1.000000    0.875  0.875000
1006 2025-02-03  8  1.000000    0.875  0.875000
1007 2025-02-04  8  1.000000    0.875  0.875000

[1008 rows x 5 columns]",,,,247,0.02264217141926454,0.07515965267694594,True
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,,10080,1008,48,0.5952380952380952,0.5298611111111111,0.06537698412698412,0.5566393849206349,0.6323487103174602,15.078132908485292,0.5,0.6656746031746031,,5.0,balanced,0.5,248,0.019313603417557473,0.06413412743319866,True
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,,20160,1008,48,0.5817460317460318,0.5167658730158731,0.06498015873015872,0.5466170634920634,0.616670386904762,26.09520473575702,0.5,0.6160714285714286,,10.0,balanced,0.5,249,0.017870745768545547,0.059364524218259426,True
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,,40320,1008,48,0.5681299603174603,0.5048363095238095,0.06329365079365079,0.5350651041666667,0.5997767857142857,41.498102727245126,0.5,0.5575396825396826,,20.0,balanced,0.5,250,0.01650808202745382,0.05485782910949173,True
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,,80640,1008,48,0.5581225198412698,0.5060391865079366,0.05208333333333326,0.5286036706349206,0.5864229910714285,69.6019027040369,0.5,0.49206349206349204,,40.0,balanced,0.5,251,0.014749826641966285,0.04903270536544024,True
I_extremes20_21_ens_lh_v2_all,extremes20,21,ens_lh,expanding,liquid,v2_all,relative,,161280,1008,48,0.5494171626984127,0.5160590277777778,0.033358134920634885,0.5217196800595238,0.5755636160714286,119.33002128523587,0.5,0.40674603174603174,,80.0,balanced,0.5,252,0.013735697962220596,0.04567787341899555,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,1.0,718940,882,14,0.5179625559852005,0.5610802014076279,-0.043117645422427464,0.4816087053401532,0.5512991532332036,940.9259411585242,0.8590512956170737,0.6893424036281179,"           day    n       acc   frac_up      y_up
0   2021-04-01  708  0.415254  0.145480  0.583333
1   2021-04-05  707  0.432815  0.131542  0.574257
2   2021-04-06  709  0.407616  0.139633  0.576869
3   2021-04-07  710  0.392958  0.133803  0.591549
4   2021-04-08  710  0.390141  0.164789  0.597183
..         ...  ...       ...       ...       ...
877 2024-09-26  896  0.498884  0.922991  0.477679
878 2024-09-27  898  0.486637  0.918708  0.469933
879 2024-09-30  898  0.503341  0.916481  0.477728
880 2024-10-01  900  0.493333  0.915556  0.466667
881 2024-10-02  901  0.490566  0.915649  0.463929

[882 rows x 5 columns]",,,,253,0.017778175482921005,0.05914224511655893,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,0.5,359255,882,14,0.5315973333704471,0.5866529345451003,-0.055055601174653135,0.4798204972905353,0.5779827163612165,919.4510314254331,0.9236389741266963,0.6530612244897959,"           day    n       acc   frac_up      y_up
0   2021-04-01  354  0.409605  0.039548  0.584746
1   2021-04-05  353  0.402266  0.036827  0.589235
2   2021-04-06  354  0.398305  0.045198  0.590395
3   2021-04-07  355  0.385915  0.039437  0.614085
4   2021-04-08  355  0.354930  0.067606  0.639437
..         ...  ...       ...       ...       ...
877 2024-09-26  448  0.502232  0.966518  0.482143
878 2024-09-27  449  0.492205  0.962138  0.472160
879 2024-09-30  449  0.498886  0.959911  0.472160
880 2024-10-01  450  0.466667  0.957778  0.442222
881 2024-10-02  450  0.457778  0.960000  0.440000

[882 rows x 5 columns]",,,,254,0.025041382415990097,0.08333427641854607,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,0.25,179401,882,14,0.5419367785017921,0.5899576925435198,-0.0480209140417277,0.48488479999648826,0.5931064191513694,548.6713539168521,0.9184897277344529,0.645124716553288,"           day    n       acc   frac_up      y_up
0   2021-04-01  177  0.480226  0.033898  0.531073
1   2021-04-05  176  0.454545  0.028409  0.562500
2   2021-04-06  177  0.468927  0.028249  0.548023
3   2021-04-07  177  0.446328  0.028249  0.570621
4   2021-04-08  177  0.367232  0.045198  0.644068
..         ...  ...       ...       ...       ...
877 2024-09-26  224  0.495536  0.955357  0.468750
878 2024-09-27  224  0.482143  0.937500  0.446429
879 2024-09-30  224  0.508929  0.933036  0.459821
880 2024-10-01  225  0.484444  0.933333  0.444444
881 2024-10-02  225  0.480000  0.937778  0.435556

[882 rows x 5 columns]",,,,255,0.02760755590685744,0.09190673988659946,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,0.1,71488,882,14,0.5601079901521934,0.5815101835273053,-0.021402193375111955,0.503030574060006,0.6119050424619292,223.6930535138381,0.8862177556419,0.6462585034013606,"           day   n       acc   frac_up      y_up
0   2021-04-01  70  0.657143  0.057143  0.400000
1   2021-04-05  70  0.614286  0.057143  0.414286
2   2021-04-06  70  0.614286  0.071429  0.428571
3   2021-04-07  71  0.549296  0.070423  0.492958
4   2021-04-08  71  0.464789  0.056338  0.563380
..         ...  ..       ...       ...       ...
877 2024-09-26  89  0.539326  0.910112  0.494382
878 2024-09-27  89  0.471910  0.898876  0.415730
879 2024-09-30  89  0.528090  0.887640  0.438202
880 2024-10-01  90  0.522222  0.877778  0.444444
881 2024-10-02  90  0.488889  0.877778  0.411111

[882 rows x 5 columns]",,,,256,0.027774099082123284,0.09249381704629007,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,0.05,35519,882,14,0.5713843295137814,0.5603198288240097,0.011064500689771717,0.5172459717309853,0.6198277450765468,98.53479852514009,0.8521659169922574,0.6485260770975056,"           day   n       acc   frac_up      y_up
0   2021-04-01  35  0.771429  0.085714  0.314286
1   2021-04-05  35  0.685714  0.114286  0.371429
2   2021-04-06  35  0.657143  0.114286  0.400000
3   2021-04-07  35  0.657143  0.085714  0.428571
4   2021-04-08  35  0.571429  0.114286  0.485714
..         ...  ..       ...       ...       ...
877 2024-09-26  44  0.500000  0.863636  0.454545
878 2024-09-27  44  0.454545  0.840909  0.386364
879 2024-09-30  44  0.545455  0.795455  0.386364
880 2024-10-01  45  0.555556  0.777778  0.422222
881 2024-10-02  45  0.488889  0.777778  0.355556

[882 rows x 5 columns]",,,,257,0.026168819731010592,0.08717851623290844,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,0.02,13999,882,14,0.5790413600971498,0.5105364668904921,0.06850489320665765,0.5258505446949947,0.6290913648850563,38.34477430985183,0.7978352055107757,0.5816326530612245,"           day   n       acc   frac_up      y_up
0   2021-04-01  14  0.785714  0.142857  0.357143
1   2021-04-05  14  0.642857  0.000000  0.357143
2   2021-04-06  14  0.785714  0.214286  0.428571
3   2021-04-07  14  0.785714  0.142857  0.357143
4   2021-04-08  14  0.714286  0.214286  0.500000
..         ...  ..       ...       ...       ...
877 2024-09-26  17  0.529412  0.705882  0.470588
878 2024-09-27  17  0.470588  0.764706  0.470588
879 2024-09-30  17  0.647059  0.588235  0.352941
880 2024-10-01  18  0.666667  0.500000  0.388889
881 2024-10-02  18  0.666667  0.500000  0.388889

[882 rows x 5 columns]",,,,258,0.026336943926036135,0.08776929971025568,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,0.01,6887,882,14,0.5906780891534775,0.5355016698126905,0.055176419340786986,0.5435720291653259,0.6390753666363347,16.06160244495149,0.7729614332505489,0.5873015873015873,"           day  n       acc   frac_up      y_up
0   2021-04-01  7  0.857143  0.142857  0.285714
1   2021-04-05  7  0.714286  0.000000  0.285714
2   2021-04-06  7  0.857143  0.142857  0.285714
3   2021-04-07  7  0.714286  0.142857  0.428571
4   2021-04-08  7  0.714286  0.285714  0.571429
..         ... ..       ...       ...       ...
877 2024-09-26  8  0.500000  0.375000  0.375000
878 2024-09-27  8  0.375000  0.625000  0.500000
879 2024-09-30  8  0.625000  0.500000  0.375000
880 2024-10-01  9  0.666667  0.222222  0.333333
881 2024-10-02  9  0.666667  0.222222  0.333333

[882 rows x 5 columns]",,,,259,0.024363096293624698,0.08121962110314455,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,,8820,882,14,0.5913832199546485,0.5729024943310658,0.018480725623582717,0.5340136054421769,0.6481859410430839,29.275686408740626,0.5,0.7789115646258503,,5.0,balanced,0.5,260,0.02912559581655791,0.09713009906202036,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,,17640,882,14,0.580952380952381,0.5388888888888889,0.042063492063492136,0.5221655328798186,0.6362825963718821,58.555050787071536,0.5,0.7074829931972789,,10.0,balanced,0.5,261,0.029111495788791714,0.09711658180950644,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,,35280,882,14,0.5668934240362812,0.5123015873015873,0.05459183673469392,0.5132901077097505,0.6171208900226757,96.19588387926049,0.5,0.5986394557823129,,20.0,balanced,0.5,262,0.026487444467582957,0.08839304710758342,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,,70560,882,14,0.5541950113378685,0.5068877551020409,0.047307256235827655,0.5043866921768707,0.5995390447845804,171.55782738815958,0.5,0.47278911564625853,,40.0,balanced,0.5,263,0.024273559338701456,0.08103264554659849,False
I_extremes20_63_logit_v2_no_market,extremes20,63,logit,expanding,liquid,v2_no_market,relative,,141120,882,14,0.5382511337868481,0.5283021541950114,0.009948979591836715,0.49086699263038547,0.5821191184807256,309.506069796098,0.5,0.31405895691609975,,80.0,balanced,0.5,264,0.02327860353325004,0.07773763464267425,False
I_extremes10_63_logit_v2_all,extremes10,63,logit,expanding,liquid,v2_all,relative,1.0,718940,882,14,0.5219002976604445,0.5610843742175982,-0.03918407655715361,0.48707760932856864,0.5528968772968181,808.7405359528777,0.8733918780934147,0.7154195011337868,"           day    n       acc   frac_up      y_up
0   2021-04-01  708  0.419492  0.141243  0.583333
1   2021-04-05  707  0.429986  0.137199  0.574257
2   2021-04-06  709  0.416079  0.142454  0.576869
3   2021-04-07  710  0.395775  0.130986  0.591549
4   2021-04-08  710  0.398592  0.167606  0.597183
..         ...  ...       ...       ...       ...
877 2024-09-26  896  0.493304  0.955357  0.477679
878 2024-09-27  898  0.487751  0.946548  0.469933
879 2024-09-30  898  0.495546  0.942094  0.477728
880 2024-10-01  900  0.484444  0.946667  0.466667
881 2024-10-02  901  0.478357  0.947836  0.463929

[882 rows x 5 columns]",,,,265,0.016790629583737116,0.056090403465686854,False
